id,ra,dec,maj_ax,min_ax
NGC2463,07:57:12.48,+56:40:35.5,0.6,0.6
NGC2464,07:57:32.69,+56:41:26.0,,
NGC2465,07:57:26.10,+56:49:20.9,,
NGC2466,07:45:16.05,-71:24:37.5,1.51,1.46
NGC2467,07:52:23.43,-26:26:36.0,4.2,
NGC2468,07:58:02.46,+56:21:34.5,1.51,0.52
NGC2469,07:58:03.42,+56:40:49.7,0.9,0.64
NGC2470,07:54:20.77,+04:27:34.9,1.95,0.6
NGC2471,07:58:32.96,+56:46:34.2,,
NGC2472,07:58:41.90,+56:42:04.7,0.65,0.56
NGC2473,07:55:34.83,+56:44:08.9,0.52,0.38
NGC2474,07:57:58.95,+52:51:26.2,1.14,1.02
NGC2475,07:58:00.44,+52:51:42.1,1.07,0.96
NGC2476,07:56:45.18,+39:55:40.4,1.26,0.68
NGC2477,07:52:09.78,-38:31:59.7,18.6,
NGC2478,07:36:35.02,-14:28:57.4,,
NGC2479,07:55:06.07,-17:42:28.1,6.3,
NGC2480,07:57:10.44,+23:46:47.3,1.32,0.51
NGC2481,07:57:13.75,+23:46:04.0,1.4,0.58
NGC2482,07:55:10.37,-24:15:16.7,6.6,
NGC2483,07:55:38.79,-27:53:12.6,3.3,
NGC2484,07:58:28.11,+37:47:11.8,1.69,1.04
NGC2485,07:56:48.66,+07:28:40.6,1.57,1.46
NGC2486,07:57:56.49,+25:09:39.1,1.49,0.85
NGC2487,07:58:20.46,+25:08:57.2,1.73,1.39
NGC2488,08:01:45.98,+56:33:13.9,1.45,0.83
NGC2489,07:56:14.94,-30:03:39.0,4.2,
NGC2490,07:59:17.87,+27:04:40.3,0.63,0.47
NGC2491,07:58:27.38,+07:59:01.7,0.69,0.53
NGC2492,07:59:29.71,+27:01:35.2,1.11,0.88
NGC2493,08:00:23.63,+39:49:49.5,1.87,1.85
NGC2494,07:59:07.14,-00:38:16.5,0.97,0.8
NGC2495,08:00:33.15,+39:50:24.1,0.55,0.32
NGC2496,07:58:37.35,+08:01:47.3,1.86,1.48
NGC2497,08:02:11.13,+56:56:32.4,1.58,1.36
NGC2498,07:59:38.85,+24:58:56.4,1.04,0.67
NGC2499,07:58:51.71,+07:29:35.9,0.86,0.6
NGC2500,08:01:53.21,+50:44:13.6,2.47,2.34
NGC2501,07:58:30.04,-14:21:15.4,1.73,1.16
NGC2502,07:55:51.52,-52:18:24.4,2.21,1.12
NGC2503,08:00:36.68,+22:24:00.2,0.95,0.79
NGC2504,07:59:52.30,+05:36:29.2,0.62,0.37
NGC2505,08:04:06.84,+53:32:57.2,1.19,0.57
NGC2506,08:00:01.78,-10:46:10.7,10.8,
NGC2507,08:01:37.21,+15:42:35.1,1.52,1.43
NGC2508,08:01:57.22,+08:33:06.8,1.95,1.55
NGC2509,08:00:47.82,-19:03:01.9,4.8,
NGC2510,08:02:10.68,+09:29:09.5,0.97,0.67
NGC2511,08:02:15.01,+09:23:39.9,1.04,0.57
NGC2512,08:03:07.85,+23:23:30.6,1.35,0.78
NGC2513,08:02:24.67,+09:24:48.8,1.91,1.43
NGC2514,08:02:49.64,+15:48:29.8,1.2,1.13
NGC2515,08:03:21.29,+20:11:16.8,,
NGC2516,07:58:07.06,-60:45:12.5,24.3,
NGC2517,08:02:47.07,-12:19:04.2,1.74,1.49
NGC2518,08:07:20.25,+51:07:53.8,1.28,1.04
NGC2519,08:07:58.83,+51:07:41.6,,
NGC2520,08:04:58.18,-28:08:48.0,9.3,
NGC2521,08:08:49.37,+57:46:10.6,0.96,0.54
NGC2522,08:06:13.44,+17:42:23.7,1.15,0.33
NGC2523,08:15:00.09,+73:34:44.3,2.79,1.78
NGC2523A,08:04:08.46,+74:02:52.0,1.11,0.95
NGC2523B,08:12:57.09,+73:33:47.7,1.87,0.25
NGC2523C,08:17:44.29,+73:19:03.4,1.49,0.87
NGC2524,08:08:09.59,+39:09:26.8,1.47,1.03
NGC2525,08:05:38.04,-11:25:37.3,3.08,2.17
NGC2526,08:06:58.63,+08:00:14.2,0.91,0.46
NGC2527,08:04:58.18,-28:08:48.0,,
NGC2528,08:07:24.83,+39:11:40.1,1.39,1.24
NGC2529,08:07:49.11,+17:49:15.0,,
NGC2530,08:07:55.61,+17:49:06.6,1.4,0.95
NGC2531,08:08:01.10,+17:49:14.2,,
NGC2532,08:10:15.18,+33:57:23.9,1.66,1.36
NGC2533,08:07:04.10,-29:53:01.9,4.98,
NGC2534,08:12:54.15,+55:40:19.4,1.4,1.3
NGC2535,08:11:13.49,+25:12:24.5,1.93,0.94
NGC2536,08:11:15.92,+25:10:45.7,0.73,0.45
NGC2537,08:13:14.64,+45:59:23.3,2.07,1.96
NGC2537A,08:13:41.03,+45:59:37.5,0.55,0.5
NGC2538,08:11:23.07,+03:37:59.5,1.58,1.12
NGC2539,08:10:36.98,-12:49:14.4,12.3,
NGC2540,08:12:46.44,+26:21:42.4,1.24,0.65
NGC2541,08:14:40.12,+49:03:42.2,3.02,1.6
NGC2542,08:11:16.39,-12:55:37.5,,
NGC2543,08:12:57.92,+36:15:16.7,2.43,1.13
NGC2544,08:21:40.34,+73:59:18.1,1.53,1.06
NGC2545,08:14:14.16,+21:21:19.7,1.95,1.06
NGC2546,08:12:15.63,-37:35:39.5,16.5,
NGC2547,08:10:09.49,-49:12:20.4,7.8,
NGC2548,08:13:43.18,-05:45:01.6,28.2,
NGC2549,08:18:58.35,+57:48:11.0,3.63,0.92
NGC2550,08:24:33.86,+74:00:44.2,0.95,0.36
NGC2550A,08:28:39.94,+73:44:52.8,1.6,1.33
NGC2551,08:24:50.28,+73:24:43.3,1.57,1.09
NGC2552,08:19:20.53,+50:00:34.7,2.99,1.61
NGC2553,08:17:35.00,+20:54:11.1,1.11,0.67
NGC2554,08:17:53.49,+23:28:19.7,2.04,1.31
NGC2555,08:17:56.41,+00:44:44.5,1.85,1.39
NGC2556,08:19:00.85,+20:56:13.1,0.62,0.4
NGC2557,08:19:10.75,+21:26:08.8,1.08,0.87
NGC2558,08:19:12.76,+20:30:38.7,1.43,0.92
NGC2559,08:17:06.07,-27:27:21.0,2.81,1.34
NGC2560,08:19:51.89,+20:59:05.9,1.6,0.38
NGC2561,08:19:36.97,+04:39:26.0,1.06,0.58
NGC2562,08:20:23.66,+21:07:53.3,1.03,0.79
NGC2563,08:20:35.69,+21:04:04.1,2.02,1.68
NGC2564,08:18:30.01,-21:48:58.0,1.36,0.86
NGC2565,08:19:48.32,+22:01:53.2,1.67,0.73
NGC2566,08:18:45.66,-25:29:58.3,3.98,2.75
NGC2567,08:18:35.18,-30:38:08.2,6.0,
NGC2568,08:18:18.12,-37:06:19.4,,
NGC2569,08:21:21.14,+20:52:03.0,0.72,0.55
NGC2570,08:21:22.54,+20:54:38.0,0.7,0.37
NGC2571,08:18:56.35,-29:44:57.4,7.2,
NGC2572,08:21:24.63,+19:08:52.0,1.22,0.52
NGC2573,01:41:37.33,-89:20:04.3,1.92,0.74
NGC2573B,23:07:32.82,-89:06:59.4,1.13,0.35
NGC2574,08:20:48.16,-08:55:06.5,2.17,1.08
NGC2575,08:22:44.96,+24:17:48.9,1.37,1.08
NGC2576,08:22:57.70,+25:44:19.4,1.61,0.3
NGC2577,08:22:43.45,+22:33:11.1,1.55,0.88
NGC2578,08:21:24.27,-13:19:04.3,2.19,1.1
NGC2579,08:20:53.06,-36:13:01.7,3.3,
NGC2580,08:21:27.90,-30:17:36.5,3.0,
NGC2581,08:24:30.94,+18:35:49.5,0.96,0.7
NGC2582,08:25:12.07,+20:20:05.1,1.19,1.13
NGC2583,08:23:07.93,-05:00:08.6,0.86,0.75
NGC2584,08:23:15.45,-04:58:13.8,0.99,0.54
NGC2585,08:23:26.28,-04:54:54.8,1.55,0.57
NGC2586,08:23:31.41,-04:57:07.0,,
NGC2587,08:23:24.08,-29:30:31.4,6.0,
NGC2588,08:23:09.57,-32:58:30.6,3.9,
NGC2589,08:24:29.47,-08:46:04.5,,
NGC2590,08:25:02.00,-00:35:29.0,2.08,0.51
NGC2591,08:37:25.53,+78:01:35.1,2.95,0.64
NGC2592,08:27:08.05,+25:58:13.1,1.47,1.19
NGC2593,08:26:47.83,+17:22:29.7,0.97,0.53
NGC2594,08:27:17.16,+25:52:43.7,0.91,0.56
NGC2595,08:27:42.02,+21:28:44.8,1.66,1.12
NGC2596,08:27:26.52,+17:17:02.7,1.38,0.51
NGC2597,08:29:57.41,+21:30:06.8,,
NGC2598,08:30:02.52,+21:29:19.2,1.19,0.38
NGC2599,08:32:11.30,+22:33:38.0,1.56,1.32
NGC2600,08:34:45.05,+52:42:56.5,1.21,0.41
NGC2601,08:25:30.66,-68:07:03.6,1.69,1.15
NGC2602,08:35:04.25,+52:49:53.5,0.65,0.41
NGC2603,08:34:31.19,+52:50:24.8,0.4,0.34
NGC2604,08:33:23.14,+29:32:19.7,1.48,1.37
NGC2604B,08:33:35.66,+29:29:58.9,0.56,0.23
NGC2605,08:34:53.31,+52:48:15.5,0.45,0.35
NGC2606,08:35:34.44,+52:47:20.1,0.87,0.45
NGC2607,08:33:56.66,+26:58:21.6,0.84,0.8
NGC2608,08:35:17.33,+28:28:24.3,1.95,0.95
NGC2609,08:29:29.65,-61:06:36.8,3.6,
NGC2610,08:33:23.40,-16:08:58.0,0.63,
NGC2611,08:35:29.17,+25:01:39.0,0.8,0.26
NGC2612,08:33:50.10,-13:10:28.3,2.6,0.8
NGC2613,08:33:22.84,-22:58:25.2,7.62,1.79
NGC2614,08:42:47.95,+72:58:35.3,2.04,1.67
NGC2615,08:34:33.35,-02:32:48.5,1.2,0.82
NGC2616,08:35:34.07,-01:51:00.5,1.43,0.98
NGC2617,08:35:38.79,-04:05:17.6,1.4,1.1
NGC2618,08:35:53.54,+00:42:25.6,2.07,0.88
NGC2619,08:37:32.71,+28:42:18.7,1.93,1.17
NGC2620,08:37:28.24,+24:56:49.0,2.0,0.5
NGC2621,08:37:36.98,+24:59:59.3,0.73,0.47
NGC2622,08:38:10.94,+24:53:43.0,0.94,0.6
NGC2623,08:38:24.08,+25:45:16.7,2.39,0.7
NGC2624,08:38:09.63,+19:43:32.4,0.77,0.47
NGC2625,08:38:23.22,+19:43:00.0,0.53,0.44
NGC2626,08:35:28.88,-40:40:06.0,5.0,5.0
NGC2627,08:37:14.94,-29:57:01.5,5.4,
NGC2628,08:40:22.71,+23:32:22.8,1.04,0.93
NGC2629,08:47:15.82,+72:59:08.3,1.97,1.42
NGC2630,08:47:07.30,+73:00:01.1,,
NGC2631,08:47:07.30,+73:00:01.1,,
NGC2632,08:40:22.20,+19:40:19.4,108.6,
NGC2633,08:48:04.58,+74:05:55.9,2.31,1.45
NGC2634,08:48:25.39,+73:58:01.8,1.72,1.66
NGC2634A,08:48:38.14,+73:56:21.4,1.19,0.37
NGC2635,08:38:25.99,-34:46:17.7,5.1,
NGC2636,08:48:24.43,+73:40:16.1,0.34,0.34
NGC2637,08:41:13.49,+19:41:29.2,0.51,0.43
NGC2638,08:42:25.77,+37:13:15.7,1.66,0.59
NGC2639,08:43:38.08,+50:12:20.0,1.61,1.21
NGC2640,08:37:24.62,-55:07:25.5,4.67,4.0
NGC2641,08:47:57.49,+72:53:44.8,1.26,1.04
NGC2642,08:40:44.37,-04:07:18.2,1.92,1.43
NGC2643,08:41:51.74,+19:42:09.1,0.68,0.37
NGC2644,08:41:31.86,+04:58:49.2,1.64,0.65
NGC2645,08:39:03.12,-46:13:38.3,6.6,
NGC2646,08:50:22.05,+73:27:47.1,1.47,1.05
NGC2647,08:42:43.10,+19:39:02.2,0.72,0.57
NGC2648,08:42:39.80,+14:17:08.2,3.15,1.08
NGC2649,08:44:08.27,+34:43:02.1,1.47,1.38
NGC2650,08:49:58.35,+70:17:58.0,1.38,0.99
NGC2651,08:43:55.15,+11:46:15.6,0.53,0.44
NGC2652,09:42:33.28,-03:41:56.9,,
NGC2653,08:54:55.56,+78:23:36.8,,
NGC2654,08:49:11.87,+60:13:16.0,4.45,0.89
NGC2655,08:55:37.73,+78:13:23.1,3.93,2.06
NGC2656,08:47:53.07,+53:52:34.2,1.31,1.18
NGC2657,08:45:15.81,+09:38:43.8,1.28,1.09
NGC2658,08:43:27.34,-32:39:22.4,7.2,
NGC2659,08:42:33.02,-45:00:01.9,5.1,
NGC2660,08:42:37.99,-47:12:02.4,3.6,
NGC2661,08:45:59.54,+12:37:11.7,1.48,1.35
NGC2662,08:45:32.03,-15:07:16.5,1.23,1.15
NGC2663,08:45:08.25,-33:47:41.1,3.9,2.75
NGC2664,08:47:07.03,+12:36:20.8,6.6,
NGC2665,08:46:00.99,-19:18:10.4,2.0,1.72
NGC2666,08:49:47.02,+44:42:13.2,,
NGC2667,08:48:27.25,+19:01:10.2,1.03,0.37
NGC2667B,08:48:30.17,+19:02:38.0,0.85,0.28
NGC2668,08:49:22.56,+36:42:37.2,1.23,0.66
NGC2669,08:46:22.57,-52:56:51.1,8.4,
NGC2670,08:45:29.48,-48:47:29.9,4.2,
NGC2671,08:46:11.89,-41:52:37.8,5.1,
NGC2672,08:49:21.89,+19:04:29.9,3.2,2.87
NGC2673,08:49:24.14,+19:04:27.1,1.23,0.81
NGC2674,08:49:13.21,-14:17:39.2,1.04,0.49
NGC2675,08:52:04.95,+53:37:02.3,1.51,1.05
NGC2676,08:51:35.65,+47:33:27.6,1.2,1.12
NGC2677,08:50:01.33,+19:00:35.2,0.7,0.41
NGC2678,08:50:02.75,+11:20:17.2,10.0,10.0
NGC2679,08:51:32.94,+30:51:55.3,1.85,1.85
NGC2680,08:51:33.49,+30:51:56.9,0.16,0.11
NGC2681,08:53:32.74,+51:18:49.2,3.97,3.97
NGC2682,08:51:20.13,+11:48:43.0,33.0,
NGC2683,08:52:41.33,+33:25:18.3,9.48,2.7
NGC2684,08:54:54.04,+49:09:37.4,1.1,0.84
NGC2685,08:55:34.71,+58:44:03.8,4.33,2.31
NGC2686,08:54:59.80,+49:08:32.5,1.6,
NGC2686A,08:54:58.91,+49:08:32.4,0.88,0.51
NGC2686B,08:55:00.59,+49:08:32.8,0.48,0.35
NGC2687,08:55:05.50,+49:09:21.3,1.3,
NGC2687A,08:55:05.02,+49:09:23.4,0.23,0.11
NGC2687B,08:55:06.04,+49:09:22.0,0.69,0.39
NGC2688,08:55:11.59,+49:07:21.4,0.47,0.36
NGC2689,08:55:25.41,+49:06:55.7,0.41,0.3
NGC2690,08:52:38.03,-02:36:11.6,1.7,0.39
NGC2691,08:54:46.34,+39:32:19.2,1.26,0.9
NGC2692,08:56:58.01,+52:03:57.4,1.25,0.55
NGC2693,08:56:59.27,+51:20:50.8,2.0,1.37
NGC2694,08:56:59.26,+51:19:55.1,0.81,0.5
NGC2695,08:54:27.07,-03:04:01.3,1.63,1.45
NGC2696,08:50:42.05,-05:00:35.2,1.03,0.95
NGC2697,08:54:59.40,-02:59:15.4,1.63,0.96
NGC2698,08:55:36.51,-03:11:02.2,1.47,0.53
NGC2699,08:55:48.80,-03:07:39.3,1.41,0.76
NGC2700,08:55:50.58,-03:06:59.0,,
NGC2701,08:59:05.74,+53:46:18.0,1.94,1.3
NGC2702,08:55:54.64,-03:03:55.2,,
NGC2703,08:55:47.13,-03:18:24.9,,
NGC2704,08:56:47.69,+39:22:55.9,1.04,1.01
NGC2705,08:56:00.05,-03:00:53.6,,
NGC2706,08:56:12.31,-02:33:48.4,1.67,0.57
NGC2707,08:56:05.68,-03:03:59.1,,
NGC2708,08:56:08.05,-03:21:36.4,2.93,1.06
NGC2709,08:56:12.86,-03:14:35.6,0.79,0.65
NGC2710,08:59:48.35,+55:42:23.0,2.02,0.97
NGC2711,08:57:23.60,+17:17:16.9,0.56,0.38
NGC2712,08:59:30.47,+44:54:50.0,2.93,1.59
NGC2713,08:57:20.51,+02:55:16.7,3.37,1.15
NGC2714,08:53:29.82,-59:13:01.6,1.37,1.18
NGC2715,09:08:06.20,+78:05:06.6,4.2,1.41
NGC2716,08:57:35.88,+03:05:24.8,1.63,1.14
NGC2717,08:57:01.12,-24:40:25.5,2.03,1.69
NGC2718,08:58:50.47,+06:17:34.8,1.72,1.09
NGC2719,09:00:15.46,+35:43:39.5,1.17,0.3
NGC2719A,09:00:15.94,+35:43:12.5,0.49,0.4
NGC2720,08:59:08.06,+11:08:57.2,1.26,1.11
NGC2721,08:58:56.52,-04:54:07.0,1.85,1.33
NGC2722,08:58:46.17,-03:42:36.4,1.83,0.95
NGC2723,09:00:14.36,+03:10:39.9,1.14,1.04
NGC2724,09:01:01.82,+35:45:43.4,1.2,0.68
NGC2725,09:01:03.22,+11:05:54.2,0.67,0.58
NGC2726,09:04:56.77,+59:55:58.5,1.53,0.46
NGC2727,08:56:08.05,-03:21:36.4,,
NGC2728,09:01:40.93,+11:04:58.7,0.98,0.63
NGC2729,09:01:28.62,+03:43:14.2,1.06,0.64
NGC2730,09:02:15.83,+16:50:17.9,1.45,0.95
NGC2731,09:02:08.41,+08:18:06.0,0.72,0.49
NGC2732,09:13:24.73,+79:11:14.4,1.81,0.71
NGC2733,08:58:46.17,-03:42:36.4,,
NGC2734,09:03:01.61,+16:51:49.0,0.92,0.78
NGC2735,09:02:38.64,+25:56:04.3,1.42,0.53
NGC2735A,09:02:41.87,+25:56:18.2,0.3,0.27
NGC2736,09:00:16.94,-45:56:53.0,30.0,7.0
NGC2737,09:03:59.72,+21:54:23.6,0.95,0.38
NGC2738,09:04:00.45,+21:58:03.4,1.36,0.62
NGC2739,09:06:02.83,+51:44:40.9,0.86,0.35
NGC2740,09:06:04.99,+51:44:07.1,0.73,0.61
NGC2741,09:03:16.50,+18:15:39.9,0.67,0.44
NGC2742,09:07:33.53,+60:28:45.6,2.86,1.49
NGC2742A,09:09:58.07,+62:14:50.5,1.57,0.67
NGC2743,09:04:54.06,+25:00:14.1,1.1,0.75
NGC2744,09:04:38.90,+18:27:37.0,1.2,
NGC2744 NED01,09:04:38.70,+18:27:22.0,0.27,0.17
NGC2744 NED02,09:04:39.00,+18:27:52.0,1.66,0.81
NGC2745,09:04:39.33,+18:15:26.5,0.6,0.5
NGC2746,09:05:59.44,+35:22:38.6,1.57,1.31
NGC2747,09:05:18.34,+18:26:31.9,0.56,0.35
NGC2748,09:13:43.02,+76:28:31.2,2.6,1.11
NGC2749,09:05:21.32,+18:18:47.2,1.92,1.77
NGC2750,09:05:47.91,+25:26:14.7,2.03,1.46
NGC2751,09:05:32.40,+18:15:44.3,0.87,0.48
NGC2752,09:05:43.03,+18:20:23.0,1.74,0.33
NGC2753,09:07:08.26,+25:20:32.9,0.55,0.34
NGC2754,09:05:11.21,-19:05:05.5,0.78,0.68
NGC2755,09:07:58.31,+41:42:32.2,1.15,0.76
NGC2756,09:09:00.93,+53:50:58.3,1.5,1.0
NGC2757,09:05:25.76,-19:02:52.1,,
NGC2758,09:05:31.20,-19:02:34.0,1.87,0.41
NGC2759,09:08:37.29,+37:37:17.8,1.27,0.9
NGC2760,09:24:13.04,+76:31:52.6,1.21,0.27
NGC2761,09:07:30.83,+18:26:05.1,0.76,0.43
NGC2762,09:09:54.53,+50:25:05.7,0.51,0.36
NGC2763,09:06:49.05,-15:29:59.2,2.43,1.88
NGC2764,09:08:17.47,+21:26:36.0,1.15,0.67
NGC2765,09:07:36.64,+03:23:34.5,2.74,0.93
NGC2766,09:08:47.54,+29:51:53.2,1.2,0.53
NGC2767,09:10:11.88,+50:24:04.7,0.72,0.63
NGC2768,09:11:37.50,+60:02:14.0,5.64,2.24
NGC2769,09:10:32.16,+50:25:59.8,1.61,0.37
NGC2770,09:09:33.71,+33:07:24.7,3.45,0.81
NGC2771,09:10:39.66,+50:22:47.5,1.73,1.49
NGC2772,09:07:41.87,-23:37:17.1,1.71,1.07
NGC2773,09:09:44.19,+07:10:25.3,0.65,0.29
NGC2774,09:10:39.92,+18:41:47.7,1.19,1.17
NGC2775,09:10:20.12,+07:02:16.6,4.25,3.36
NGC2776,09:12:14.51,+44:57:17.4,2.14,0.91
NGC2777,09:10:41.83,+07:12:24.1,0.76,0.59
NGC2778,09:12:24.37,+35:01:39.1,1.3,0.98
NGC2779,09:12:28.29,+35:03:13.5,0.72,0.61
NGC2780,09:12:44.37,+34:55:32.1,1.06,0.77
NGC2781,09:11:27.52,-14:49:00.6,2.52,1.26
NGC2782,09:14:05.11,+40:06:49.3,3.25,2.41
NGC2783,09:13:39.46,+29:59:34.7,1.98,1.1
NGC2783B,09:13:33.15,+30:00:00.5,1.45,0.28
NGC2784,09:12:19.50,-24:10:21.4,4.82,1.85
NGC2785,09:15:15.39,+40:55:03.1,1.44,0.58
NGC2786,09:13:35.59,+12:26:26.9,0.83,0.59
NGC2787,09:19:18.60,+69:12:11.7,3.24,1.81
NGC2788,09:09:03.04,-67:55:56.9,1.67,0.39
NGC2788A,09:02:39.44,-68:13:36.6,2.51,0.49
NGC2788B,09:03:35.70,-67:58:11.3,1.55,0.56
NGC2789,09:14:59.66,+29:43:49.0,1.15,0.96
NGC2790,09:15:02.78,+19:41:49.6,0.6,0.55
NGC2791,09:15:01.99,+17:35:32.0,0.89,0.32
NGC2792,09:12:26.57,-42:25:39.0,0.22,
NGC2793,09:16:47.31,+34:25:47.3,1.12,0.93
NGC2794,09:16:01.79,+17:35:23.4,1.22,0.93
NGC2795,09:16:03.92,+17:37:42.1,1.19,1.02
NGC2796,09:16:41.85,+30:54:55.5,1.21,0.85
NGC2797,09:16:21.69,+17:43:38.0,0.66,0.58
NGC2798,09:17:22.79,+41:59:59.0,2.43,0.83
NGC2799,09:17:31.03,+41:59:38.7,1.76,0.47
NGC2800,09:18:35.22,+52:30:52.1,1.42,0.87
NGC2801,09:16:44.19,+19:56:08.6,0.96,0.78
NGC2802,09:16:41.43,+18:57:48.5,1.1,0.56
NGC2803,09:16:43.87,+18:57:16.5,0.98,0.72
NGC2804,09:16:50.01,+20:11:54.6,1.39,1.24
NGC2805,09:20:20.41,+64:06:10.0,3.39,2.76
NGC2806,09:16:56.79,+20:04:14.2,,
NGC2807,09:16:59.00,+20:01:56.0,1.5,
NGC2807A,09:16:57.68,+20:01:44.6,0.56,0.36
NGC2807B,09:17:00.66,+20:02:11.4,0.82,0.6
NGC2808,09:12:02.54,-64:51:46.2,9.0,
NGC2809,09:17:06.92,+20:04:10.9,1.24,1.08
NGC2810,09:22:04.50,+71:50:38.5,1.69,1.69
NGC2811,09:16:11.11,-16:18:45.8,3.05,1.03
NGC2812,09:17:40.79,+19:55:08.0,0.75,0.23
NGC2813,09:17:45.45,+19:54:23.8,1.02,0.82
NGC2814,09:21:11.48,+64:15:11.5,1.05,0.23
NGC2815,09:16:19.75,-23:37:59.7,3.51,1.41
NGC2816,09:21:45.58,+64:15:28.6,,
NGC2817,09:17:10.53,-04:45:07.6,1.37,1.27
NGC2818,09:16:01.50,-36:37:37.0,0.83,
NGC2818A,09:16:06.13,-36:37:36.9,6.9,
NGC2819,09:18:09.29,+16:11:53.2,1.44,1.08
NGC2820,09:21:45.58,+64:15:28.6,3.75,0.35
NGC2820A,09:21:30.07,+64:14:19.4,0.47,0.16
NGC2821,09:16:47.98,-26:48:58.6,2.1,0.44
NGC2822,09:13:49.72,-69:38:41.4,3.96,2.72
NGC2823,09:19:17.46,+34:00:29.4,1.03,0.62
NGC2824,09:19:02.23,+26:16:11.9,0.97,0.57
NGC2825,09:19:22.44,+33:44:34.0,1.1,0.55
NGC2826,09:19:24.17,+33:37:26.4,1.47,0.22
NGC2827,09:19:19.01,+33:52:50.9,1.02,0.38
NGC2828,09:19:34.83,+33:53:17.1,0.72,0.44
NGC2829,09:19:30.70,+33:38:54.0,0.6,
NGC2829 NED01,09:19:30.31,+33:38:54.5,0.48,0.38
NGC2829 NED02,09:19:31.14,+33:38:52.0,0.4,0.3
NGC2830,09:19:41.41,+33:44:17.3,1.24,0.24
NGC2831,09:19:45.49,+33:44:42.0,0.89,0.66
NGC2832,09:19:46.86,+33:44:59.1,3.2,2.07
NGC2833,09:19:57.86,+33:55:38.8,1.14,0.54
NGC2834,09:20:02.52,+33:42:37.7,0.83,0.66
NGC2835,09:17:52.91,-22:21:16.8,6.43,3.72
NGC2836,09:13:44.60,-69:20:05.1,1.66,0.59
NGC2837,09:18:23.37,-16:28:54.2,,
NGC2838,09:20:43.04,+39:18:56.7,1.28,1.08
NGC2839,09:20:36.33,+33:39:02.4,1.23,1.17
NGC2840,09:20:52.72,+35:22:05.8,1.05,0.89
NGC2841,09:22:02.63,+50:58:35.5,6.9,3.31
NGC2842,09:15:36.43,-63:04:10.7,2.25,1.63
NGC2843,09:20:28.78,+18:55:34.4,0.47,0.26
NGC2844,09:21:48.01,+40:09:04.5,1.77,0.82
NGC2845,09:18:36.71,-38:00:36.3,1.87,1.3
NGC2846,09:19:40.47,-14:40:34.6,,
NGC2847,09:20:08.53,-16:31:05.9,,
NGC2848,09:20:09.83,-16:31:33.8,2.69,2.02
NGC2849,09:19:22.87,-40:31:13.4,2.4,
NGC2850,09:20:57.01,-04:56:24.3,0.9,0.64
NGC2851,09:20:30.23,-16:29:43.0,1.43,0.53
NGC2852,09:23:14.59,+40:09:49.7,0.94,0.89
NGC2853,09:23:17.33,+40:12:00.2,1.67,0.96
NGC2854,09:24:03.11,+49:12:14.9,1.28,0.56
NGC2855,09:21:27.49,-11:54:34.2,3.45,1.85
NGC2856,09:24:16.01,+49:14:57.1,1.22,0.58
NGC2857,09:24:37.72,+49:21:25.4,1.89,1.51
NGC2858,09:22:55.01,+03:09:25.0,1.76,0.84
NGC2859,09:24:18.53,+34:30:48.6,3.19,2.78
NGC2860,09:24:53.21,+41:03:36.7,1.31,0.57
NGC2861,09:23:36.50,+02:08:11.3,1.28,1.17
NGC2862,09:24:55.11,+26:46:28.8,2.64,0.5
NGC2863,09:23:36.56,-10:25:59.6,1.37,1.18
NGC2864,09:24:15.39,+05:56:28.2,0.71,0.47
NGC2865,09:23:30.21,-23:09:41.2,2.44,2.03
NGC2866,09:22:05.04,-51:06:09.4,2.7,
NGC2867,09:21:24.97,-58:18:42.0,0.23,
NGC2868,09:23:27.22,-10:25:46.2,1.14,0.57
NGC2869,09:23:36.56,-10:25:59.6,,
NGC2870,09:27:53.74,+57:22:31.8,2.44,0.66
NGC2871,09:25:39.54,+11:26:39.6,,
NGC2872,09:25:42.54,+11:25:55.7,1.75,1.55
NGC2873,09:25:48.50,+11:27:15.2,0.73,0.41
NGC2874,09:25:47.33,+11:25:28.5,2.04,0.68
NGC2875,09:25:48.81,+11:25:53.9,,
NGC2876,09:25:13.77,-06:42:59.7,1.73,0.98
NGC2877,09:25:46.98,+02:13:44.8,0.67,0.64
NGC2878,09:25:47.46,+02:05:22.6,1.04,0.37
NGC2879,09:25:22.52,-11:39:05.4,,
NGC2880,09:29:34.56,+62:29:26.0,2.33,1.4
NGC2881,09:25:54.20,-11:59:38.0,1.2,
NGC2881 NED01,09:25:53.75,-11:59:31.7,0.67,0.32
NGC2881 NED02,09:25:54.69,-11:59:43.9,1.17,0.63
NGC2882,09:26:36.14,+07:57:16.1,1.49,0.75
NGC2883,09:25:18.42,-34:06:11.7,2.02,0.8
NGC2884,09:26:24.45,-11:33:20.1,2.16,0.76
NGC2885,09:27:18.51,+23:01:12.4,1.26,0.82
NGC2886,09:26:38.70,-21:44:16.1,,
NGC2887,09:23:24.05,-63:48:45.2,2.55,1.63
NGC2888,09:26:19.67,-28:02:06.3,1.96,1.49
NGC2889,09:27:12.59,-11:38:36.3,1.95,1.75
NGC2890,09:26:29.84,-14:31:43.3,0.87,0.25
NGC2891,09:26:56.63,-24:46:58.9,1.6,1.52
NGC2892,09:32:52.93,+67:37:02.6,1.4,1.4
NGC2893,09:30:16.96,+29:32:23.9,1.02,0.82
NGC2894,09:29:30.24,+07:43:07.8,1.9,0.96
